30pN,20pN,15pN,12pN,10pN,7.5pN,7pN,6.5pN,6pN,5.5pN,5pN
,,,,,,3.25273,,5.86395,2.63899,
,,,,,,1.38102,,6.81813,1.85825,
,,,,,,3.56831,,6.77102,0.672368,
,,,,,,4.17756,,3.54213,3.60396,
,,,,,,3.86107,,4.87772,4.97265,
,,,,,,1.42335,,5.70712,5.74224,
,,,,,,0.681368,,3.79056,4.68852,
,,,,,,1.22932,,3.37223,5.13605,
,,,,,,0.231413,,5.50273,3.82838,
,,,,,,0.870372,,4.38054,0.90624,
,,,,,,2.20852,,5.42971,4.1668,
,,,,,,3.21693,,4.06709,3.37912,
,,,,,,2.88905,,6.96598,2.82193,
,,,,,,3.87216,,4.23885,4.49489,
,,,,,,2.32894,,7.46653,4.64724,
,,,,,,3.86256,,6.22682,3.89023,
,,,,,,2.69913,,6.19172,4.14596,
,,,,,,3.2514,,5.99949,4.00356,
,,,,,,1.61023,,5.08705,5.14922,
,,,,,,3.20461,,5.14119,1.34649,
,,,,,,3.93613,,5.87675,0.495903,
,,,,,,2.11152,,7.0347,0.283418,
,,,,,,3.71074,,8.40751,0.618327,
,,,,,,3.74037,,5.98763,1.27327,
,,,,,,3.46689,,7.26564,0.032564,
,,,,,,3.74093,,3.82184,-0.185814,
,,,,,,1.58295,,4.08932,2.26803,
,,,,,,3.16433,,4.17095,2.51465,
,,,,,,3.21867,,4.94798,3.7176,
,,,,,,4.41714,,5.8829,4.2996,
,,,,,,3.14069,,5.10382,4.57176,
,,,,,,2.0248,,5.99139,4.29332,
,,,,,,4.08656,,7.58837,5.63434,
,,,,,,3.50139,,7.2864,3.18784,
,,,,,,2.00198,,7.28228,4.12164,
,,,,,,2.60452,,6.2107,4.51199,
,,,,,,3.25944,,7.03949,4.2766,
,,,,,,2.34036,,6.82152,2.89611,
,,,,,,4.01694,,6.06974,5.18767,
,,,,,,3.70224,,4.64025,5.19214,
,,,,,,3.03797,,5.86618,3.56916,
,,,,,,3.1222,,5.38775,5.37604,
,,,,,,-0.879896,,4.79173,4.86245,
,,,,,,3.92808,,4.60617,1.20334,
,,,,,,3.57766,,5.84409,4.52832,
,,,,,,0.982356,,6.13474,4.54093,
,,,,,,-0.0431455,,6.09969,3.07092,
,,,,,,1.92972,,4.23919,4.74443,
,,,,,,2.88849,,6.59154,4.54956,
,,,,,,-0.207542,,4.74371,4.60417,
,,,,,,1.49418,,5.6269,4.30182,
,,,,,,3.27114,,5.89938,2.81275,
,,,,,,4.62382,,3.45584,4.48438,
,,,,,,5.12012,,3.20226,3.77568,
,,,,,,3.94872,,6.54364,3.87304,
,,,,,,1.57994,,5.1165,5.13168,
,,,,,,2.83403,,4.63677,4.70783,
,,,,,,3.24232,,7.1025,4.75071,
,,,,,,1.58521,,-0.867691,3.42076,
,,,,,,-0.551858,,4.32395,1.33976,
,,,,,,4.06538,,6.19479,0.903112,
,,,,,,-0.656752,,,4.38624,
,,,,,,1.91185,,6.05749,5.27369,
,,,,,,3.10632,,,2.29442,
,,,,,,0.0653944,,7.40361,5.48259,
,,,,,,3.58882,,4.87375,4.98613,
,,,,,,4.12677,,6.76726,3.3207,
,,,,,,3.44365,,5.44833,3.71271,
,,,,,,2.90706,,,4.96751,
,,,,,,2.95168,,,2.88567,
,,,,,,2.64931,,6.95263,5.4052,
,,,,,,3.12107,,6.25385,4.80874,
,,,,,,2.76183,,4.22243,2.8232,
,,,,,,1.53285,,7.13489,4.51251,
,,,,,,1.72455,,2.92515,5.72089,
,,,,,,3.66087,,7.2103,5.21299,
,,,,,,2.38437,,5.72336,3.45625,
,,,,,,1.61695,,4.7986,4.74282,
,,,,,,4.57016,,3.04747,3.94301,
,,,,,,2.62213,,3.53094,4.85926,
,,,,,,2.70646,,1.43258,2.73835,
,,,,,,3.72511,,3.04446,3.6463,
,,,,,,-1.34755,,3.72839,4.12426,
,,,,,,2.12203,,2.11195,5.02979,
,,,,,,3.17372,,1.94637,0.882746,
,,,,,,0.908428,,1.89016,0.864463,
,,,,,,0.999116,,0.908948,1.13149,
,,,,,,-1.60289,,3.24447,5.3991,
,,,,,,2.24195,,-0.101318,4.32768,
,,,,,,2.77743,,2.95143,4.13774,
,,,,,,0.663924,,1.68185,5.26255,
,,,,,,3.60298,,-0.455788,4.68677,
,,,,,,2.79571,,2.84186,1.60183,
,,,,,,3.45948,,3.48071,5.90362,
,,,,,,3.53002,,4.04872,1.82352,
,,,,,,2.73868,,1.01963,4.76038,
,,,,,,3.10238,,2.36318,4.47088,
,,,,,,2.46208,,3.14155,3.48162,
,,,,,,1.79407,,1.30267,5.68403,
,,,,,,3.51818,,2.80486,2.97841,
,,,,,,3.59915,,0.711041,4.82916,
,,,,,,3.3987,,1.67403,4.7845,
,,,,,,2.10612,,1.30033,4.35702,
,,,,,,1.68393,,2.86489,3.20684,
,,,,,,4.09357,,2.68501,4.25927,
,,,,,,4.28817,,2.65365,5.71586,
,,,,,,3.26066,,1.36985,3.17825,
,,,,,,3.33609,,3.24104,-1.24285,
,,,,,,3.89197,,0.674657,4.16292,
,,,,,,2.15409,,3.12532,3.98531,
,,,,,,0.420472,,4.16393,3.45435,
,,,,,,3.77664,,2.45624,4.47351,
,,,,,,3.73279,,3.15159,4.71149,
,,,,,,2.75572,,2.92121,3.6426,
,,,,,,3.12075,,2.37283,2.92621,
,,,,,,-2.50415,,0.982457,4.72718,
,,,,,,4.11157,,0.351889,2.27417,
,,,,,,3.69119,,1.97669,1.14388,
,,,,,,3.28696,,-1.98765,4.95707,
,,,,,,2.70858,,1.60823,5.06513,
,,,,,,2.76851,,3.26151,4.47488,
,,,,,,3.44568,,2.31372,3.68087,
,,,,,,3.02797,,0.179041,4.23947,
,,,,,,3.67294,,-2.84678,-0.370348,
,,,,,,2.99868,,2.26188,4.1034,
,,,,,,2.93519,,2.40695,4.89676,
,,,,,,0.189545,,3.70357,4.46793,
,,,,,,3.84582,,2.34985,4.75065,
,,,,,,4.0274,,3.58257,2.93472,
,,,,,,3.79959,,1.86547,4.58784,
,,,,,,5.77256,,1.63636,5.48957,
,,,,,,3.50694,,4.30044,5.4954,
,,,,,,3.14965,,2.88922,4.81183,
,,,,,,0.443788,,-1.28267,2.50584,
,,,,,,-2.36712,,3.36284,3.54951,
,,,,,,3.02888,,3.53328,3.35221,
,,,,,,,,1.51787,5.18176,
,,,,,,1.46469,,4.26824,3.8778,
,,,,,,1.12243,,1.94547,4.97226,
,,,,,,0.483105,,2.91646,4.76767,
,,,,,,3.06606,,3.71543,2.28406,
,,,,,,4.11462,,1.87779,5.55212,
,,,,,,4.26541,,2.55665,3.50914,
,,,,,,2.80295,,1.4066,5.69103,
,,,,,,4.30438,,3.39983,4.73434,
,,,,,,2.88287,,2.3884,4.27241,
,,,,,,1.96059,,2.70785,0.5092,
,,,,,,3.19787,,2.55864,3.01846,
,,,,,,1.90679,,1.0917,3.5633,
,,,,,,2.41549,,2.69921,2.17423,
,,,,,,4.00688,,3.61605,4.91076,
,,,,,,2.96697,,2.22282,3.53192,
,,,,,,,,3.2808,1.43487,
,,,,,,-2.16083,,3.37929,5.63184,
,,,,,,,,2.5971,3.75459,
,,,,,,,,3.74918,4.8961,
,,,,,,,,,0.835918,
,,,,,,,,4.39712,4.85324,
,,,,,,,,5.19855,4.99208,
,,,,,,,,3.7312,3.36877,
,,,,,,,,3.52848,4.79225,
,,,,,,,,3.96104,3.35257,
,,,,,,,,5.64188,4.78016,
,,,,,,,,3.8659,4.14288,
,,,,,,,,2.0838,2.40754,
,,,,,,,,4.17753,2.59056,
,,,,,,,,3.76542,3.79252,
,,,,,,,,3.50199,5.38643,
,,,,,,,,4.56429,1.54498,
,,,,,,,,4.34162,2.69426,
,,,,,,,,4.37622,5.14571,
,,,,,,,,2.50106,3.08142,
,,,,,,,,4.11209,4.11429,
,,,,,,,,3.59253,4.7242,
,,,,,,,,4.31119,4.80232,
,,,,,,,,2.34251,4.43379,
,,,,,,,,3.51927,2.96332,
,,,,,,,,3.74657,3.96303,
,,,,,,,,2.26499,3.95439,
,,,,,,,,4.94944,3.06402,
,,,,,,,,2.87396,3.23144,
,,,,,,,,0.674102,4.24734,
,,,,,,,,2.35264,1.99755,
,,,,,,,,4.04852,4.28379,
,,,,,,,,4.10947,4.01971,
,,,,,,,,4.23887,3.50868,
,,,,,,,,4.66396,3.87508,
,,,,,,,,5.15904,3.93842,
,,,,,,,,4.6253,2.97259,
,,,,,,,,2.09956,1.26046,
,,,,,,,,3.46715,2.12259,
,,,,,,,,4.78887,1.94406,
,,,,,,,,-1.73127,1.09105,
,,,,,,,,3.54656,0.489089,
,,,,,,,,3.55908,2.21386,
,,,,,,,,2.6373,1.45339,
,,,,,,,,4.20162,1.57463,
,,,,,,,,4.82557,4.18091,
,,,,,,,,3.78446,4.29518,
,,,,,,,,2.45711,3.69244,
,,,,,,,,3.07565,2.39509,
,,,,,,,,3.11236,-1.76667,
,,,,,,,,2.70274,-0.746436,
,,,,,,,,2.49966,0.383676,
,,,,,,,,2.34609,0.480102,
,,,,,,,,3.88467,3.80993,
,,,,,,,,3.28701,-0.8779,
,,,,,,,,1.45644,-0.733836,
,,,,,,,,4.96302,2.5335,
,,,,,,,,2.52184,3.11718,
,,,,,,,,4.02365,4.93865,
,,,,,,,,3.32435,2.92859,
,,,,,,,,3.92144,3.49596,
,,,,,,,,4.42718,2.49767,
,,,,,,,,1.83434,0.169127,
,,,,,,,,2.71135,0.222087,
,,,,,,,,2.51398,2.27222,
,,,,,,,,0.184419,3.43774,
,,,,,,,,3.35813,3.56113,
,,,,,,,,1.85961,4.71654,
,,,,,,,,2.86938,1.26255,
,,,,,,,,3.63903,4.61996,
,,,,,,,,1.93269,4.26299,
,,,,,,,,2.59737,2.98718,
,,,,,,,,3.98072,0.405085,
,,,,,,,,2.86383,3.49364,
,,,,,,,,1.35954,5.05596,
,,,,,,,,3.63969,2.82765,
,,,,,,,,4.09947,1.55017,
,,,,,,,,-0.235179,3.72626,
,,,,,,,,3.3301,0.784595,
,,,,,,,,-2.0579,1.15153,
,,,,,,,,2.18613,2.20117,
,,,,,,,,2.18856,-1.43264,
,,,,,,,,4.72288,0.996159,
,,,,,,,,3.38765,2.40357,
,,,,,,,,3.12098,1.06536,
,,,,,,,,2.1082,1.95891,
,,,,,,,,3.51271,3.47519,
,,,,,,,,4.34576,0.57068,
,,,,,,,,3.1091,3.56518,
,,,,,,,,3.75965,4.07877,
,,,,,,,,2.68319,3.46276,
,,,,,,,,1.54434,2.55598,
,,,,,,,,3.10034,1.59691,
,,,,,,,,3.06841,1.54534,
,,,,,,,,3.6823,4.34221,
,,,,,,,,2.97741,2.18553,
,,,,,,,,3.33509,3.28361,
,,,,,,,,4.01699,2.58907,
,,,,,,,,1.65109,3.7215,
,,,,,,,,-0.353151,3.33727,
,,,,,,,,1.83086,3.14152,
,,,,,,,,0.553845,3.21384,
,,,,,,,,0.0132518,2.67776,
,,,,,,,,-0.0218418,1.78747,
,,,,,,,,2.8331,3.0856,
,,,,,,,,3.62158,4.05323,
,,,,,,,,1.65823,-0.732327,
,,,,,,,,3.8109,2.36538,
,,,,,,,,2.65158,1.75429,
,,,,,,,,3.75973,1.37027,
,,,,,,,,2.43055,2.79222,
,,,,,,,,1.65685,3.65564,
,,,,,,,,3.509,1.86356,
,,,,,,,,0.831443,4.27542,
,,,,,,,,1.51006,2.98457,
,,,,,,,,3.12055,2.14537,
,,,,,,,,2.46184,0.7108,
,,,,,,,,3.21461,-1.21671,
,,,,,,,,2.95794,0.0331349,
,,,,,,,,2.54357,-0.0206069,
,,,,,,,,1.84734,-1.32368,
,,,,,,,,3.52444,-0.96669,
,,,,,,,,-0.846403,-0.880246,
,,,,,,,,3.26697,1.97417,
,,,,,,,,2.11185,2.0641,
,,,,,,,,3.34445,-1.91276,
,,,,,,,,2.58446,0.0927888,
,,,,,,,,2.63824,0.465374,
,,,,,,,,4.01388,-1.66209,
,,,,,,,,4.93156,1.07067,
,,,,,,,,2.85955,0.256277,
,,,,,,,,2.53701,-0.213323,
,,,,,,,,3.47916,2.54547,
,,,,,,,,4.289,3.2976,
,,,,,,,,2.28562,1.23378,
,,,,,,,,1.39421,3.43416,
,,,,,,,,3.92842,1.9629,
,,,,,,,,1.98369,3.38863,
,,,,,,,,4.6973,1.50803,
,,,,,,,,3.2299,-0.55448,
,,,,,,,,3.88941,-0.258983,
,,,,,,,,4.00941,0.644991,
,,,,,,,,3.81497,3.05643,
,,,,,,,,4.43444,2.51561,
,,,,,,,,0.606456,1.80018,
,,,,,,,,-1.04116,1.64926,
,,,,,,,,4.38698,2.43278,
,,,,,,,,3.33303,2.93529,
,,,,,,,,3.10029,0.287034,
,,,,,,,,4.01627,4.57612,
,,,,,,,,2.96692,4.00795,
,,,,,,,,5.08,3.76807,
,,,,,,,,3.18358,3.27886,
,,,,,,,,4.84426,2.2673,
,,,,,,,,2.98609,2.39797,
,,,,,,,,2.50467,3.174,
,,,,,,,,3.12829,2.42195,
,,,,,,,,2.33229,1.93414,
,,,,,,,,3.38226,2.90228,
,,,,,,,,2.25817,2.19207,
,,,,,,,,4.21591,3.10511,
,,,,,,,,1.43548,-2.08352,
,,,,,,,,,0.715007,
,,,,,,,,4.95849,4.13319,
,,,,,,,,2.52136,3.92007,
,,,,,,,,4.0235,4.34488,
,,,,,,,,3.32426,2.27538,
,,,,,,,,3.92135,2.65724,
,,,,,,,,4.42704,2.81377,
,,,,,,,,1.83376,3.08225,
,,,,,,,,2.70903,2.63455,
,,,,,,,,2.51017,4.27542,
,,,,,,,,0.173331,3.09443,
,,,,,,,,3.35767,3.6137,
,,,,,,,,1.8583,1.47379,
,,,,,,,,2.86911,2.38008,
,,,,,,,,3.63893,1.70104,
,,,,,,,,1.93199,-0.645966,
,,,,,,,,2.5971,4.98767,
,,,,,,,,3.9807,1.36918,
,,,,,,,,2.86369,2.56925,
,,,,,,,,1.358,3.14803,
,,,,,,,,3.6396,3.34869,
,,,,,,,,4.09937,2.56109,
,,,,,,,,-0.24283,3.7947,
,,,,,,,,3.32854,2.05363,
,,,,,,,,-2.07695,2.65051,
,,,,,,,,2.17538,3.24208,
,,,,,,,,2.18829,3.74211,
,,,,,,,,4.72286,0.107822,
,,,,,,,,3.38748,2.77124,
,,,,,,,,3.12071,2.45084,
,,,,,,,,1.99588,-0.326309,
,,,,,,,,3.51257,3.2117,
,,,,,,,,4.34569,3.09286,
,,,,,,,,3.10861,3.57456,
,,,,,,,,3.75942,2.76241,
,,,,,,,,2.68236,1.8278,
,,,,,,,,1.54382,3.1117,
,,,,,,,,3.10018,3.07176,
,,,,,,,,3.06824,3.13296,
,,,,,,,,3.66806,3.59458,
,,,,,,,,2.97728,3.22011,
,,,,,,,,3.335,2.81221,
,,,,,,,,4.01684,4.47717,
,,,,,,,,1.53944,3.90249,
,,,,,,,,-0.356588,3.15845,
,,,,,,,,1.81077,2.97971,
,,,,,,,,0.552459,3.87361,
,,,,,,,,-0.415063,2.81541,
,,,,,,,,-0.0267804,1.34746,
,,,,,,,,2.81766,2.38343,
,,,,,,,,3.61677,2.74007,
,,,,,,,,1.65754,-1.1081,
,,,,,,,,3.81082,2.66224,
,,,,,,,,2.65106,1.40218,
,,,,,,,,3.75945,1.78908,
,,,,,,,,2.42268,0.297598,
,,,,,,,,1.65639,2.87246,
,,,,,,,,3.50886,1.61962,
,,,,,,,,0.827237,1.15509,
,,,,,,,,1.49342,2.54024,
,,,,,,,,3.11831,1.21082,
,,,,,,,,2.46154,3.07908,
,,,,,,,,3.21433,3.9142,
,,,,,,,,2.95166,2.32725,
,,,,,,,,2.50211,0.991072,
,,,,,,,,1.83337,1.127,
,,,,,,,,3.52433,2.35602,
,,,,,,,,-0.892389,3.61279,
,,,,,,,,3.26674,3.03086,
,,,,,,,,2.11112,1.5456,
,,,,,,,,3.33548,2.85643,
,,,,,,,,2.5841,2.8079,
,,,,,,,,2.63763,2.86884,
,,,,,,,,3.99894,0.456494,
,,,,,,,,4.93153,-0.869932,
,,,,,,,,2.85935,2.70926,
,,,,,,,,2.53615,2.71469,
,,,,,,,,3.47256,-2.46102,
,,,,,,,,4.28827,-0.54588,
,,,,,,,,2.28181,-2.71233,
,,,,,,,,1.39361,-0.813917,
,,,,,,,,3.92742,2.77475,
,,,,,,,,1.98319,3.08655,
,,,,,,,,4.69727,3.02757,
,,,,,,,,3.2297,2.17579,
,,,,,,,,3.88929,2.81304,
,,,,,,,,4.00936,1.97414,
,,,,,,,,3.8142,-0.227419,
,,,,,,,,4.43442,4.49286,
,,,,,,,,0.558684,3.4136,
,,,,,,,,-1.17226,-0.942458,
,,,,,,,,4.3869,1.28075,
,,,,,,,,3.33285,3.06119,
,,,,,,,,3.10018,1.60171,
,,,,,,,,4.01616,0.620351,
,,,,,,,,2.96673,-0.0521547,
,,,,,,,,5.07996,2.45751,
,,,,,,,,3.18088,2.1286,
,,,,,,,,4.84416,-0.532575,
,,,,,,,,2.97894,0.701358,
,,,,,,,,2.48389,2.29746,
,,,,,,,,3.12787,2.05958,
,,,,,,,,2.32466,-1.2155,
,,,,,,,,3.38217,1.63166,
,,,,,,,,2.25071,1.13783,
,,,,,,,,4.21582,2.52841,
,,,,,,,,1.30453,-0.522348,
,,,,,,,,,-0.365292,
,,,,,,,,,2.60134,
,,,,,,,,,2.58431,
,,,,,,,,,2.64458,
,,,,,,,,,2.89287,
,,,,,,,,,2.14286,
,,,,,,,,,2.02252,
,,,,,,,,,3.33334,
,,,,,,,,,2.98853,
,,,,,,,,,0.372212,
,,,,,,,,,2.02843,
,,,,,,,,,1.56237,
,,,,,,,,,0.706049,
,,,,,,,,,4.57612,
,,,,,,,,,3.91436,
,,,,,,,,,4.01336,
,,,,,,,,,3.45417,
,,,,,,,,,3.08062,
,,,,,,,,,3.01407,
,,,,,,,,,3.72918,
,,,,,,,,,3.77482,
,,,,,,,,,2.79692,
,,,,,,,,,2.55394,
,,,,,,,,,1.10526,
,,,,,,,,,1.53135,
,,,,,,,,,1.90679,
,,,,,,,,,0.580146,
,,,,,,,,,0.570448,
,,,,,,,,,0.422611,
,,,,,,,,,1.40154,
,,,,,,,,,3.57432,
,,,,,,,,,1.54762,
,,,,,,,,,2.36853,
,,,,,,,,,2.44286,
,,,,,,,,,2.15242,
,,,,,,,,,0.226633,
,,,,,,,,,2.89014,
,,,,,,,,,2.09064,
,,,,,,,,,3.01817,
,,,,,,,,,2.18018,
,,,,,,,,,-0.175746,
,,,,,,,,,3.46377,
,,,,,,,,,3.64587,
,,,,,,,,,-0.00167841,
,,,,,,,,,2.72368,
,,,,,,,,,2.02069,
,,,,,,,,,3.57868,
,,,,,,,,,1.58436,
,,,,,,,,,3.86892,
,,,,,,,,,3.58902,
,,,,,,,,,4.21913,
,,,,,,,,,2.55803,
,,,,,,,,,4.56257,
,,,,,,,,,2.64232,
,,,,,,,,,4.03054,
,,,,,,,,,3.72153,
,,,,,,,,,2.97339,
,,,,,,,,,5.09785,
,,,,,,,,,4.73906,
,,,,,,,,,3.19845,
,,,,,,,,,3.46331,
,,,,,,,,,2.03443,
,,,,,,,,,2.13789,
,,,,,,,,,3.51507,
,,,,,,,,,4.09958,
,,,,,,,,,3.49881,
,,,,,,,,,2.78134,
,,,,,,,,,3.01893,
,,,,,,,,,1.32777,
,,,,,,,,,4.77053,
,,,,,,,,,2.51887,
,,,,,,,,,2.86058,
,,,,,,,,,4.04851,
,,,,,,,,,1.55457,
,,,,,,,,,2.12572,
,,,,,,,,,1.87715,
,,,,,,,,,3.98999,
,,,,,,,,,2.59737,
,,,,,,,,,3.45395,
,,,,,,,,,1.68502,
,,,,,,,,,2.18592,
,,,,,,,,,3.21305,
,,,,,,,,,3.92577,
,,,,,,,,,2.69527,
,,,,,,,,,3.84449,
,,,,,,,,,1.10097,
,,,,,,,,,2.01347,
,,,,,,,,,3.79177,
,,,,,,,,,1.34567,
,,,,,,,,,3.2231,
,,,,,,,,,2.83287,
,,,,,,,,,1.52123,
,,,,,,,,,2.03949,
,,,,,,,,,-0.610419,
,,,,,,,,,0.987543,
,,,,,,,,,3.75264,
,,,,,,,,,-2.61349,
,,,,,,,,,3.3228,
,,,,,,,,,0.731675,
,,,,,,,,,-1.20681,
,,,,,,,,,-0.338329,
,,,,,,,,,3.14168,
,,,,,,,,,3.92799,
,,,,,,,,,1.89234,
,,,,,,,,,-0.916256,
,,,,,,,,,2.99476,
,,,,,,,,,3.81211,
,,,,,,,,,3.27967,
,,,,,,,,,0.644172,
,,,,,,,,,3.81106,
,,,,,,,,,1.07365,
,,,,,,,,,2.86433,
,,,,,,,,,2.16566,
,,,,,,,,,2.71081,
,,,,,,,,,0.624515,
,,,,,,,,,-3.03078,
,,,,,,,,,0.216965,
,,,,,,,,,3.17184,
,,,,,,,,,-1.90284,
,,,,,,,,,2.77738,
,,,,,,,,,2.72158,
,,,,,,,,,2.25543,
,,,,,,,,,2.21579,
,,,,,,,,,1.59631,
,,,,,,,,,3.41289,
,,,,,,,,,-0.676019,
,,,,,,,,,0.169355,
,,,,,,,,,-2.41175,
,,,,,,,,,3.28307,
,,,,,,,,,3.88839,
,,,,,,,,,3.32292,
,,,,,,,,,2.90248,
,,,,,,,,,3.70266,
,,,,,,,,,1.66777,
,,,,,,,,,2.1384,
,,,,,,,,,3.71125,
,,,,,,,,,2.35143,
,,,,,,,,,1.28386,
,,,,,,,,,2.93648,
,,,,,,,,,1.48107,
,,,,,,,,,3.08776,
,,,,,,,,,4.63164,
,,,,,,,,,2.43019,
,,,,,,,,,-2.85144,
,,,,,,,,,2.12387,
,,,,,,,,,2.87275,
,,,,,,,,,0.834087,
,,,,,,,,,1.63166,
,,,,,,,,,2.55011,
,,,,,,,,,0.524575,
,,,,,,,,,4.45173,
,,,,,,,,,4.02916,
,,,,,,,,,3.29139,
,,,,,,,,,3.89928,
,,,,,,,,,4.30079,
,,,,,,,,,1.81277,
,,,,,,,,,4.03569,
,,,,,,,,,2.78297,
,,,,,,,,,5.5401,
,,,,,,,,,2.77744,
,,,,,,,,,3.30077,
,,,,,,,,,3.99172,
,,,,,,,,,2.73111,
,,,,,,,,,3.12178,
,,,,,,,,,3.67774,
,,,,,,,,,2.40698,
,,,,,,,,,1.32675,
,,,,,,,,,3.43535,
,,,,,,,,,2.58228,
,,,,,,,,,3.74172,
,,,,,,,,,4.72141,
,,,,,,,,,4.03003,
,,,,,,,,,2.99699,
,,,,,,,,,2.35981,
,,,,,,,,,4.52239,
,,,,,,,,,3.28174,
,,,,,,,,,4.30051,
,,,,,,,,,4.71638,
,,,,,,,,,4.18,
,,,,,,,,,2.88436,
,,,,,,,,,5.06778,
,,,,,,,,,1.11723,
,,,,,,,,,3.36642,
,,,,,,,,,-1.03714,
,,,,,,,,,0.968211,
,,,,,,,,,3.2125,
,,,,,,,,,3.6763,
,,,,,,,,,3.75059,
,,,,,,,,,3.89414,
,,,,,,,,,2.47064,
,,,,,,,,,3.4704,
,,,,,,,,,1.95596,
,,,,,,,,,3.39662,
,,,,,,,,,3.41151,
,,,,,,,,,4.90113,
,,,,,,,,,4.77384,
,,,,,,,,,3.57184,
,,,,,,,,,4.00133,
,,,,,,,,,3.61284,
,,,,,,,,,2.26356,
,,,,,,,,,-1.19411,
,,,,,,,,,-0.634097,
,,,,,,,,,-1.55932,
,,,,,,,,,-1.34027,
,,,,,,,,,-2.93345,
,,,,,,,,,0.444359,
,,,,,,,,,0.0261355,
,,,,,,,,,1.76471,
,,,,,,,,,1.995,
,,,,,,,,,3.25931,
,,,,,,,,,-2.36924,
,,,,,,,,,3.71145,
,,,,,,,,,2.4678,
,,,,,,,,,4.07991,
,,,,,,,,,1.79325,
,,,,,,,,,2.93979,
,,,,,,,,,4.69071,
,,,,,,,,,4.7822,
,,,,,,,,,3.09221,
,,,,,,,,,4.60876,
,,,,,,,,,1.71992,
,,,,,,,,,4.60639,
,,,,,,,,,1.54921,
,,,,,,,,,3.50989,
,,,,,,,,,2.00776,
,,,,,,,,,2.28458,
,,,,,,,,,0.772633,
,,,,,,,,,4.72804,
,,,,,,,,,3.9877,
,,,,,,,,,1.73457,
,,,,,,,,,2.94981,
,,,,,,,,,3.3563,
,,,,,,,,,1.62722,
,,,,,,,,,4.78004,
,,,,,,,,,2.34954,
,,,,,,,,,1.25304,
,,,,,,,,,2.00244,
,,,,,,,,,3.17533,
,,,,,,,,,1.85218,
,,,,,,,,,3.78027,
,,,,,,,,,2.61308,
,,,,,,,,,2.7302,
,,,,,,,,,2.86129,
,,,,,,,,,3.45493,
,,,,,,,,,2.3303,
,,,,,,,,,3.95334,
,,,,,,,,,2.00444,
,,,,,,,,,3.94203,
,,,,,,,,,2.09686,
,,,,,,,,,2.8671,
,,,,,,,,,4.60924,
,,,,,,,,,4.37638,
,,,,,,,,,4.57722,
,,,,,,,,,2.6633,
,,,,,,,,,1.94998,
,,,,,,,,,1.00297,
,,,,,,,,,4.16673,
,,,,,,,,,3.77376,
,,,,,,,,,-0.563379,
,,,,,,,,,2.92394,
,,,,,,,,,1.8427,
,,,,,,,,,1.69769,
,,,,,,,,,4.15077,
,,,,,,,,,2.76203,
,,,,,,,,,2.08638,
,,,,,,,,,3.34327,
,,,,,,,,,4.18493,
,,,,,,,,,4.37824,
,,,,,,,,,-0.698634,
,,,,,,,,,3.61697,
,,,,,,,,,2.97637,
,,,,,,,,,3.31035,
,,,,,,,,,2.30174,
,,,,,,,,,4.14475,
,,,,,,,,,2.63768,
,,,,,,,,,3.00307,
,,,,,,,,,3.41992,
,,,,,,,,,2.20231,
,,,,,,,,,2.53686,
,,,,,,,,,1.41813,
,,,,,,,,,2.63295,
,,,,,,,,,0.597825,
,,,,,,,,,4.57899,
,,,,,,,,,2.38161,
,,,,,,,,,3.11948,
,,,,,,,,,2.92384,
,,,,,,,,,3.09546,
,,,,,,,,,2.54193,
,,,,,,,,,3.77416,
,,,,,,,,,3.88454,
,,,,,,,,,2.16711,
,,,,,,,,,2.6073,
,,,,,,,,,4.01762,
,,,,,,,,,2.65096,
,,,,,,,,,4.13062,
,,,,,,,,,2.04385,
,,,,,,,,,2.22675,
,,,,,,,,,3.52791,
,,,,,,,,,3.40062,
,,,,,,,,,1.45304,
,,,,,,,,,1.67439,
,,,,,,,,,-0.186081,
,,,,,,,,,1.20326,
,,,,,,,,,2.30431,
,,,,,,,,,3.63657,
,,,,,,,,,4.33881,
,,,,,,,,,2.34769,
,,,,,,,,,3.36129,
,,,,,,,,,4.37062,
,,,,,,,,,-0.375453,
,,,,,,,,,3.20349,
,,,,,,,,,3.99031,
,,,,,,,,,2.88308,
,,,,,,,,,3.28372,
,,,,,,,,,4.13571,
,,,,,,,,,4.40589,
,,,,,,,,,2.44597,
,,,,,,,,,4.17044,
,,,,,,,,,2.01614,
,,,,,,,,,0.878161,
,,,,,,,,,1.60171,
,,,,,,,,,3.68151,
,,,,,,,,,2.24016,
,,,,,,,,,3.52907,
,,,,,,,,,3.00863,
,,,,,,,,,3.0293,
,,,,,,,,,0.6631,
,,,,,,,,,2.32866,
,,,,,,,,,3.03307,
,,,,,,,,,1.30338,
,,,,,,,,,2.8026,
,,,,,,,,,1.15392,
,,,,,,,,,1.29707,
,,,,,,,,,2.06125,
,,,,,,,,,2.5633,
,,,,,,,,,4.33343,
,,,,,,,,,2.89055,
,,,,,,,,,1.60344,
,,,,,,,,,1.74753,
,,,,,,,,,4.02906,
,,,,,,,,,2.37086,
,,,,,,,,,2.38193,
,,,,,,,,,1.50845,
,,,,,,,,,1.62765,
,,,,,,,,,2.62974,
,,,,,,,,,1.17638,
,,,,,,,,,2.80067,
,,,,,,,,,0.880651,
,,,,,,,,,3.91423,
,,,,,,,,,2.60673,
,,,,,,,,,3.73246,
